id,DeviceName,Time,Voltage,Current,Power,Temperature,Consumed,Capacity
2218569,Cabin BVM,2023-07-18 04:46:40,26.517,-6.667,-177,29,-53.857,91
2218568,Cabin BVM,2023-07-18 04:46:30,26.517,-6.679,-177,29,-53.839,91
2218567,Cabin BVM,2023-07-18 04:46:20,26.517,-6.794,-180,29,-53.82,91
2218566,Cabin BVM,2023-07-18 04:46:10,26.516,-6.851,-182,29,-53.801,91
2218565,Cabin BVM,2023-07-18 04:46:00,26.516,-6.9,-183,29,-53.782,91
2218564,Cabin BVM,2023-07-18 04:45:50,26.517,-6.707,-178,29,-53.763,91
2218563,Cabin BVM,2023-07-18 04:45:40,26.515,-6.841,-181,29,-53.744,91
2218562,Cabin BVM,2023-07-18 04:45:30,26.514,-6.935,-184,29,-53.725,91
2218561,Cabin BVM,2023-07-18 04:45:20,26.514,-6.817,-181,29,-53.706,91
2218560,Cabin BVM,2023-07-18 04:45:10,26.516,-6.759,-179,29,-53.687,91.1
2218559,Cabin BVM,2023-07-18 04:45:00,26.515,-6.763,-179,29,-53.669,91.1
2218558,Cabin BVM,2023-07-18 04:44:50,26.516,-6.751,-179,29,-53.65,91.1
2218557,Cabin BVM,2023-07-18 04:44:40,26.518,-6.7,-178,29,-53.631,91.1
2218556,Cabin BVM,2023-07-18 04:44:30,26.516,-6.847,-182,29,-53.612,91.1
2218555,Cabin BVM,2023-07-18 04:44:20,26.515,-6.753,-179,29,-53.593,91.1
2218554,Cabin BVM,2023-07-18 04:44:10,26.513,-7.004,-186,29,-53.575,91.1
2218553,Cabin BVM,2023-07-18 04:44:00,26.514,-6.989,-185,29,-53.555,91.1
2218552,Cabin BVM,2023-07-18 04:43:50,26.516,-6.669,-177,29,-53.536,91.1
2218551,Cabin BVM,2023-07-18 04:43:40,26.517,-6.809,-181,29,-53.518,91.1
2218550,Cabin BVM,2023-07-18 04:43:30,26.515,-6.815,-181,29,-53.499,91.1
2218549,Cabin BVM,2023-07-18 04:43:20,26.516,-6.674,-177,29,-53.48,91.1
2218548,Cabin BVM,2023-07-18 04:43:10,26.517,-6.632,-176,29,-53.461,91.1
2218547,Cabin BVM,2023-07-18 04:43:00,26.518,-6.664,-177,29,-53.443,91.1
2218546,Cabin BVM,2023-07-18 04:42:50,26.516,-6.731,-178,29,-53.424,91.1
2218545,Cabin BVM,2023-07-18 04:42:40,26.517,-6.712,-178,29,-53.406,91.1
2218544,Cabin BVM,2023-07-18 04:42:30,26.517,-6.686,-177,29,-53.387,91.1
2218543,Cabin BVM,2023-07-18 04:42:20,26.517,-6.714,-178,29,-53.368,91.1
2218542,Cabin BVM,2023-07-18 04:42:10,26.518,-6.829,-181,29,-53.35,91.1
2218541,Cabin BVM,2023-07-18 04:42:00,26.518,-6.857,-182,29,-53.333,91.1
2218540,Cabin BVM,2023-07-18 04:41:50,26.519,-6.623,-176,29,-53.312,91.1
2218539,Cabin BVM,2023-07-18 04:41:40,26.518,-6.714,-178,29,-53.293,91.1
2218538,Cabin BVM,2023-07-18 04:41:30,26.515,-6.711,-178,29,-53.275,91.1
2218537,Cabin BVM,2023-07-18 04:41:20,26.517,-6.645,-176,29,-53.256,91.1
2218536,Cabin BVM,2023-07-18 04:41:10,26.515,-6.828,-181,29,-53.238,91.1
2218535,Cabin BVM,2023-07-18 04:41:00,26.517,-6.812,-181,29,-53.219,91.1
2218534,Cabin BVM,2023-07-18 04:40:50,26.517,-6.949,-184,29,-53.2,91.1
2218533,Cabin BVM,2023-07-18 04:40:40,26.515,-6.928,-184,29,-53.18,91.1
2218532,Cabin BVM,2023-07-18 04:40:30,26.516,-6.931,-184,29,-53.161,91.1
2218531,Cabin BVM,2023-07-18 04:40:20,26.518,-6.56,-174,29,-53.143,91.1
2218530,Cabin BVM,2023-07-18 04:40:10,26.517,-6.687,-177,29,-53.124,91.1
2218529,Cabin BVM,2023-07-18 04:40:00,26.515,-6.869,-182,29,-53.105,91.1
2218528,Cabin BVM,2023-07-18 04:39:50,26.517,-6.693,-177,29,-53.087,91.2
2218527,Cabin BVM,2023-07-18 04:39:40,26.516,-6.806,-180,29,-53.068,91.2
2218526,Cabin BVM,2023-07-18 04:39:30,26.516,-6.777,-180,29,-53.049,91.2
2218525,Cabin BVM,2023-07-18 04:39:20,26.515,-6.746,-179,29,-53.031,91.2
2218524,Cabin BVM,2023-07-18 04:39:10,26.516,-6.778,-180,29,-53.012,91.2
2218523,Cabin BVM,2023-07-18 04:39:00,26.517,-6.84,-181,29,-52.993,91.2
2218522,Cabin BVM,2023-07-18 04:38:50,26.518,-6.596,-175,29,-52.975,91.2
2218521,Cabin BVM,2023-07-18 04:38:40,26.517,-6.608,-175,29,-52.957,91.2
2218520,Cabin BVM,2023-07-18 04:38:30,26.517,-6.637,-176,29,-52.938,91.2
2218519,Cabin BVM,2023-07-18 04:38:20,26.515,-6.932,-184,29,-52.921,91.2
2218518,Cabin BVM,2023-07-18 04:38:10,26.518,-6.685,-177,29,-52.9,91.2
2218517,Cabin BVM,2023-07-18 04:38:00,26.517,-6.657,-177,29,-52.881,91.2
2218516,Cabin BVM,2023-07-18 04:37:50,26.516,-6.909,-183,29,-52.862,91.2
2218515,Cabin BVM,2023-07-18 04:37:40,26.517,-6.899,-183,29,-52.843,91.2
2218514,Cabin BVM,2023-07-18 04:37:30,26.517,-6.785,-180,29,-52.824,91.2
2218513,Cabin BVM,2023-07-18 04:37:20,26.517,-6.738,-179,29,-52.807,91.2
2218512,Cabin BVM,2023-07-18 04:37:10,26.516,-6.892,-183,29,-52.787,91.2
2218511,Cabin BVM,2023-07-18 04:37:00,26.516,-6.836,-181,29,-52.768,91.2
2218510,Cabin BVM,2023-07-18 04:36:50,26.518,-6.629,-176,29,-52.751,91.2
2218509,Cabin BVM,2023-07-18 04:36:40,26.516,-6.813,-181,29,-52.73,91.2
2218508,Cabin BVM,2023-07-18 04:36:30,26.515,-6.877,-182,29,-52.712,91.2
2218507,Cabin BVM,2023-07-18 04:36:20,26.518,-6.651,-176,29,-52.693,91.2
2218506,Cabin BVM,2023-07-18 04:36:10,26.517,-6.79,-180,29,-52.674,91.2
2218505,Cabin BVM,2023-07-18 04:36:00,26.516,-6.807,-181,29,-52.655,91.2
2218504,Cabin BVM,2023-07-18 04:35:50,26.515,-6.97,-185,29,-52.636,91.2
2218503,Cabin BVM,2023-07-18 04:35:40,26.518,-6.64,-176,29,-52.619,91.2
2218502,Cabin BVM,2023-07-18 04:35:30,26.518,-6.626,-176,29,-52.599,91.2
2218501,Cabin BVM,2023-07-18 04:35:20,26.515,-6.801,-180,29,-52.58,91.2
2218500,Cabin BVM,2023-07-18 04:35:10,26.516,-6.871,-182,29,-52.561,91.2
2218499,Cabin BVM,2023-07-18 04:35:00,26.515,-6.97,-185,29,-52.542,91.2
2218498,Cabin BVM,2023-07-18 04:34:50,26.514,-6.994,-185,29,-52.522,91.2
2218497,Cabin BVM,2023-07-18 04:34:40,26.518,-6.671,-177,29,-52.504,91.2
2218496,Cabin BVM,2023-07-18 04:34:30,26.518,-6.634,-176,29,-52.485,91.3
2218495,Cabin BVM,2023-07-18 04:34:20,26.516,-6.837,-181,29,-52.466,91.3
2218494,Cabin BVM,2023-07-18 04:34:10,26.517,-6.729,-178,29,-52.447,91.3
2218493,Cabin BVM,2023-07-18 04:34:00,26.514,-7.05,-187,29,-52.428,91.3
2218492,Cabin BVM,2023-07-18 04:33:50,26.518,-6.532,-173,29,-52.409,91.3
2218491,Cabin BVM,2023-07-18 04:33:40,26.519,-6.823,-181,29,-52.391,91.3
2218490,Cabin BVM,2023-07-18 04:33:30,26.518,-6.647,-176,29,-52.372,91.3
2218489,Cabin BVM,2023-07-18 04:33:20,26.519,-6.462,-171,29,-52.354,91.3
2218488,Cabin BVM,2023-07-18 04:33:10,26.52,-6.514,-173,29,-52.336,91.3
2218487,Cabin BVM,2023-07-18 04:33:00,26.519,-6.563,-174,29,-52.317,91.3
2218486,Cabin BVM,2023-07-18 04:32:50,26.519,-6.72,-178,29,-52.299,91.3
2218485,Cabin BVM,2023-07-18 04:32:40,26.518,-6.654,-176,29,-52.28,91.3
2218484,Cabin BVM,2023-07-18 04:32:30,26.518,-6.633,-176,29,-52.262,91.3
2218483,Cabin BVM,2023-07-18 04:32:20,26.518,-6.742,-179,29,-52.243,91.3
2218482,Cabin BVM,2023-07-18 04:32:10,26.519,-6.687,-177,29,-52.224,91.3
2218481,Cabin BVM,2023-07-18 04:32:00,26.518,-6.696,-178,29,-52.206,91.3
2218480,Cabin BVM,2023-07-18 04:31:50,26.518,-6.661,-177,29,-52.187,91.3
2218479,Cabin BVM,2023-07-18 04:31:40,26.515,-6.669,-177,29,-52.169,91.3
2218478,Cabin BVM,2023-07-18 04:31:30,26.519,-6.653,-176,29,-52.15,91.3
2218477,Cabin BVM,2023-07-18 04:31:20,26.518,-6.957,-184,29,-52.133,91.3
2218476,Cabin BVM,2023-07-18 04:31:10,26.519,-6.673,-177,29,-52.112,91.3
2218475,Cabin BVM,2023-07-18 04:31:00,26.517,-6.688,-177,29,-52.094,91.3
2218474,Cabin BVM,2023-07-18 04:30:50,26.519,-6.741,-179,29,-52.075,91.3
2218473,Cabin BVM,2023-07-18 04:30:40,26.518,-6.611,-175,29,-52.056,91.3
2218472,Cabin BVM,2023-07-18 04:30:30,26.518,-6.636,-176,29,-52.038,91.3
2218471,Cabin BVM,2023-07-18 04:30:20,26.516,-6.807,-180,29,-52.019,91.3
2218470,Cabin BVM,2023-07-18 04:30:10,26.517,-6.935,-184,29,-52,91.3
2218469,Cabin BVM,2023-07-18 04:30:00,26.515,-7.01,-186,29,-51.98,91.3
2218468,Cabin BVM,2023-07-18 04:29:50,26.515,-6.875,-182,29,-51.961,91.3
2218467,Cabin BVM,2023-07-18 04:29:40,26.516,-6.794,-180,29,-51.942,91.3
2218466,Cabin BVM,2023-07-18 04:29:30,26.517,-6.729,-178,29,-51.923,91.3
2218465,Cabin BVM,2023-07-18 04:29:20,26.517,-6.719,-178,29,-51.904,91.3
2218464,Cabin BVM,2023-07-18 04:29:10,26.518,-6.648,-176,29,-51.885,91.4
2218463,Cabin BVM,2023-07-18 04:29:00,26.516,-6.953,-184,29,-51.867,91.4
2218462,Cabin BVM,2023-07-18 04:28:50,26.515,-6.935,-184,29,-51.847,91.4
2218461,Cabin BVM,2023-07-18 04:28:40,26.518,-6.942,-184,29,-51.828,91.4
2218460,Cabin BVM,2023-07-18 04:28:30,26.517,-6.943,-184,29,-51.809,91.4
2218459,Cabin BVM,2023-07-18 04:28:20,26.519,-6.97,-185,29,-51.79,91.4
2218458,Cabin BVM,2023-07-18 04:28:10,26.52,-6.744,-179,29,-51.77,91.4
2218457,Cabin BVM,2023-07-18 04:28:00,26.518,-6.739,-179,29,-51.752,91.4
2218456,Cabin BVM,2023-07-18 04:27:50,26.515,-7.027,-186,29,-51.733,91.4
2218455,Cabin BVM,2023-07-18 04:27:40,26.518,-6.787,-180,29,-51.713,91.4
2218454,Cabin BVM,2023-07-18 04:27:30,26.52,-6.736,-179,29,-51.695,91.4
2218453,Cabin BVM,2023-07-18 04:27:20,26.519,-6.732,-179,29,-51.676,91.4
2218452,Cabin BVM,2023-07-18 04:27:10,26.52,-6.665,-177,29,-51.657,91.4
2218451,Cabin BVM,2023-07-18 04:27:00,26.521,-6.67,-177,29,-51.638,91.4
2218450,Cabin BVM,2023-07-18 04:26:50,26.522,-6.598,-175,29,-51.62,91.4
2218449,Cabin BVM,2023-07-18 04:26:40,26.519,-6.783,-180,29,-51.601,91.4
2218448,Cabin BVM,2023-07-18 04:26:30,26.519,-6.719,-178,29,-51.582,91.4
2218447,Cabin BVM,2023-07-18 04:26:20,26.519,-6.838,-181,29,-51.563,91.4
2218446,Cabin BVM,2023-07-18 04:26:10,26.519,-6.941,-184,29,-51.544,91.4
2218445,Cabin BVM,2023-07-18 04:26:00,26.519,-6.924,-184,29,-51.525,91.4
2218444,Cabin BVM,2023-07-18 04:25:50,26.52,-6.725,-178,29,-51.506,91.4
2218443,Cabin BVM,2023-07-18 04:25:40,26.517,-7.132,-189,29,-51.487,91.4
2218442,Cabin BVM,2023-07-18 04:25:30,26.519,-6.946,-184,29,-51.467,91.4
2218441,Cabin BVM,2023-07-18 04:25:20,26.52,-6.697,-178,29,-51.449,91.4
2218440,Cabin BVM,2023-07-18 04:25:10,26.52,-6.752,-179,29,-51.43,91.4
2218439,Cabin BVM,2023-07-18 04:25:00,26.519,-7.028,-186,29,-51.411,91.4
2218438,Cabin BVM,2023-07-18 04:24:50,26.522,-6.657,-177,29,-51.392,91.4
2218437,Cabin BVM,2023-07-18 04:24:40,26.52,-6.756,-179,29,-51.373,91.4
2218436,Cabin BVM,2023-07-18 04:24:30,26.522,-6.812,-181,29,-51.355,91.4
2218435,Cabin BVM,2023-07-18 04:24:20,26.52,-6.987,-185,29,-51.335,91.4
2218434,Cabin BVM,2023-07-18 04:24:10,26.521,-6.724,-178,29,-51.316,91.4
2218433,Cabin BVM,2023-07-18 04:24:00,26.521,-6.741,-179,29,-51.297,91.5
2218432,Cabin BVM,2023-07-18 04:23:50,26.52,-6.761,-179,29,-51.279,91.5
2218431,Cabin BVM,2023-07-18 04:23:40,26.522,-6.554,-174,29,-51.26,91.5
2218430,Cabin BVM,2023-07-18 04:23:30,26.521,-6.545,-174,29,-51.242,91.5
2218429,Cabin BVM,2023-07-18 04:23:20,26.521,-6.696,-178,29,-51.223,91.5
2218428,Cabin BVM,2023-07-18 04:23:10,26.52,-6.761,-179,29,-51.204,91.5
2218427,Cabin BVM,2023-07-18 04:23:00,26.521,-6.764,-179,29,-51.186,91.5
2218426,Cabin BVM,2023-07-18 04:22:50,26.519,-6.837,-181,29,-51.167,91.5
2218425,Cabin BVM,2023-07-18 04:22:40,26.518,-6.846,-182,29,-51.148,91.5
2218424,Cabin BVM,2023-07-18 04:22:30,26.518,-6.835,-181,29,-51.129,91.5
2218423,Cabin BVM,2023-07-18 04:22:20,26.52,-6.825,-181,29,-51.11,91.5
2218422,Cabin BVM,2023-07-18 04:22:10,26.519,-6.764,-179,29,-51.091,91.5
2218421,Cabin BVM,2023-07-18 04:22:00,26.52,-6.814,-181,29,-51.072,91.5
2218420,Cabin BVM,2023-07-18 04:21:50,26.519,-7.066,-187,29,-51.052,91.5
2218419,Cabin BVM,2023-07-18 04:21:40,26.52,-6.947,-184,29,-51.032,91.5
2218418,Cabin BVM,2023-07-18 04:21:30,26.521,-6.797,-180,29,-51.013,91.5
2218417,Cabin BVM,2023-07-18 04:21:20,26.521,-6.775,-180,29,-50.994,91.5
2218416,Cabin BVM,2023-07-18 04:21:10,26.521,-6.911,-183,29,-50.975,91.5
2218415,Cabin BVM,2023-07-18 04:21:00,26.521,-6.666,-177,29,-50.956,91.5
2218414,Cabin BVM,2023-07-18 04:20:50,26.52,-6.838,-181,29,-50.937,91.5
2218413,Cabin BVM,2023-07-18 04:20:40,26.521,-6.896,-183,29,-50.918,91.5
2218412,Cabin BVM,2023-07-18 04:20:30,26.521,-6.876,-182,29,-50.899,91.5
2218411,Cabin BVM,2023-07-18 04:20:20,26.52,-6.758,-179,29,-50.88,91.5
2218410,Cabin BVM,2023-07-18 04:20:10,26.52,-6.864,-182,29,-50.861,91.5
2218409,Cabin BVM,2023-07-18 04:20:00,26.521,-6.837,-181,29,-50.842,91.5
2218408,Cabin BVM,2023-07-18 04:19:50,26.52,-6.803,-180,29,-50.824,91.5
2218407,Cabin BVM,2023-07-18 04:19:40,26.521,-6.671,-177,29,-50.807,91.5
2218406,Cabin BVM,2023-07-18 04:19:30,26.521,-6.658,-177,29,-50.786,91.5
2218405,Cabin BVM,2023-07-18 04:19:20,26.522,-6.739,-179,29,-50.768,91.5
2218404,Cabin BVM,2023-07-18 04:19:10,26.522,-6.783,-180,29,-50.749,91.5
2218403,Cabin BVM,2023-07-18 04:19:00,26.521,-6.791,-180,29,-50.73,91.5
2218402,Cabin BVM,2023-07-18 04:18:50,26.521,-6.755,-179,29,-50.711,91.5
2218401,Cabin BVM,2023-07-18 04:18:40,26.521,-6.757,-179,29,-50.692,91.6
2218400,Cabin BVM,2023-07-18 04:18:30,26.522,-6.743,-179,29,-50.675,91.6
2218399,Cabin BVM,2023-07-18 04:18:20,26.52,-7.049,-187,29,-50.654,91.6
2218398,Cabin BVM,2023-07-18 04:18:10,26.523,-6.791,-180,29,-50.635,91.6
2218397,Cabin BVM,2023-07-18 04:18:00,26.522,-6.744,-179,29,-50.616,91.6
2218396,Cabin BVM,2023-07-18 04:17:50,26.523,-6.658,-177,29,-50.597,91.6
2218395,Cabin BVM,2023-07-18 04:17:40,26.524,-6.83,-181,29,-50.579,91.6
2218394,Cabin BVM,2023-07-18 04:17:30,26.525,-6.787,-180,29,-50.56,91.6
2218393,Cabin BVM,2023-07-18 04:17:20,26.524,-6.911,-183,29,-50.541,91.6
2218392,Cabin BVM,2023-07-18 04:17:10,26.525,-6.793,-180,29,-50.521,91.6
2218391,Cabin BVM,2023-07-18 04:17:00,26.523,-6.93,-184,29,-50.502,91.6
2218390,Cabin BVM,2023-07-18 04:16:50,26.525,-7.031,-186,29,-50.483,91.6
2218389,Cabin BVM,2023-07-18 04:16:40,26.526,-6.824,-181,29,-50.464,91.6
2218388,Cabin BVM,2023-07-18 04:16:30,26.527,-6.85,-182,29,-50.445,91.6
2218387,Cabin BVM,2023-07-18 04:16:20,26.525,-6.96,-185,29,-50.426,91.6
2218386,Cabin BVM,2023-07-18 04:16:10,26.524,-6.974,-185,29,-50.406,91.6
2218385,Cabin BVM,2023-07-18 04:16:00,26.525,-7.003,-186,29,-50.387,91.6
2218384,Cabin BVM,2023-07-18 04:15:50,26.524,-6.902,-183,29,-50.368,91.6
2218383,Cabin BVM,2023-07-18 04:15:40,26.527,-6.738,-179,29,-50.348,91.6
2218382,Cabin BVM,2023-07-18 04:15:30,26.527,-6.751,-179,29,-50.33,91.6
2218381,Cabin BVM,2023-07-18 04:15:20,26.526,-6.67,-177,29,-50.311,91.6
2218380,Cabin BVM,2023-07-18 04:15:10,26.524,-6.956,-185,29,-50.292,91.6
2218379,Cabin BVM,2023-07-18 04:15:00,26.524,-6.987,-185,29,-50.273,91.6
2218378,Cabin BVM,2023-07-18 04:14:50,26.524,-6.871,-182,29,-50.254,91.6
2218377,Cabin BVM,2023-07-18 04:14:40,26.526,-6.87,-182,29,-50.235,91.6
2218376,Cabin BVM,2023-07-18 04:14:30,26.524,-6.905,-183,29,-50.216,91.6
2218375,Cabin BVM,2023-07-18 04:14:20,26.526,-6.793,-180,29,-50.197,91.6
2218374,Cabin BVM,2023-07-18 04:14:10,26.527,-6.611,-175,29,-50.178,91.6
2218373,Cabin BVM,2023-07-18 04:14:00,26.527,-6.63,-176,29,-50.16,91.6
2218372,Cabin BVM,2023-07-18 04:13:50,26.527,-6.968,-185,29,-50.141,91.6
2218371,Cabin BVM,2023-07-18 04:13:40,26.526,-6.657,-177,29,-50.122,91.6
2218370,Cabin BVM,2023-07-18 04:13:30,26.526,-6.648,-176,29,-50.103,91.6
2218369,Cabin BVM,2023-07-18 04:13:20,26.528,-6.623,-176,29,-50.085,91.7
2218368,Cabin BVM,2023-07-18 04:13:10,26.526,-6.865,-182,29,-50.066,91.7
2218367,Cabin BVM,2023-07-18 04:13:00,26.525,-6.944,-184,29,-50.047,91.7
2218366,Cabin BVM,2023-07-18 04:12:50,26.526,-6.822,-181,29,-50.028,91.7
2218365,Cabin BVM,2023-07-18 04:12:40,26.527,-6.93,-184,29,-50.009,91.7
2218364,Cabin BVM,2023-07-18 04:12:30,26.527,-6.886,-183,29,-49.99,91.7
2218363,Cabin BVM,2023-07-18 04:12:20,26.525,-7.071,-188,29,-49.97,91.7
2218362,Cabin BVM,2023-07-18 04:12:10,26.528,-6.889,-183,29,-49.951,91.7
2218361,Cabin BVM,2023-07-18 04:12:00,26.526,-7.008,-186,29,-49.931,91.7
2218360,Cabin BVM,2023-07-18 04:11:50,26.529,-6.62,-176,29,-49.913,91.7
2218359,Cabin BVM,2023-07-18 04:11:40,26.526,-7.005,-186,29,-49.894,91.7
2218358,Cabin BVM,2023-07-18 04:11:30,26.526,-6.863,-182,29,-49.875,91.7
2218357,Cabin BVM,2023-07-18 04:11:20,26.527,-6.802,-180,29,-49.856,91.7
2218356,Cabin BVM,2023-07-18 04:11:10,26.53,-6.882,-183,29,-49.837,91.7
2218355,Cabin BVM,2023-07-18 04:11:00,26.528,-6.852,-182,29,-49.818,91.7
2218354,Cabin BVM,2023-07-18 04:10:50,26.527,-6.927,-184,29,-49.799,91.7
2218353,Cabin BVM,2023-07-18 04:10:40,26.526,-7.092,-188,29,-49.78,91.7
2218352,Cabin BVM,2023-07-18 04:10:30,26.527,-7.05,-187,29,-49.761,91.7
2218351,Cabin BVM,2023-07-18 04:10:20,26.526,-7.129,-189,29,-49.741,91.7
2218350,Cabin BVM,2023-07-18 04:10:10,26.531,-6.926,-184,29,-49.721,91.7
2218349,Cabin BVM,2023-07-18 04:10:00,26.532,-6.789,-180,29,-49.702,91.7
2218348,Cabin BVM,2023-07-18 04:09:50,26.53,-6.807,-181,29,-49.683,91.7
2218347,Cabin BVM,2023-07-18 04:09:40,26.529,-6.915,-183,29,-49.664,91.7
2218346,Cabin BVM,2023-07-18 04:09:30,26.531,-6.841,-182,29,-49.646,91.7
2218345,Cabin BVM,2023-07-18 04:09:20,26.531,-6.847,-182,29,-49.627,91.7
2218344,Cabin BVM,2023-07-18 04:09:10,26.53,-6.82,-181,29,-49.607,91.7
2218343,Cabin BVM,2023-07-18 04:09:00,26.531,-6.878,-182,29,-49.588,91.7
2218342,Cabin BVM,2023-07-18 04:08:50,26.532,-6.833,-181,29,-49.569,91.7
2218341,Cabin BVM,2023-07-18 04:08:40,26.531,-6.87,-182,29,-49.55,91.7
2218340,Cabin BVM,2023-07-18 04:08:30,26.532,-6.823,-181,29,-49.531,91.7
2218339,Cabin BVM,2023-07-18 04:08:20,26.529,-7.105,-188,29,-49.511,91.7
2218338,Cabin BVM,2023-07-18 04:08:10,26.532,-6.808,-181,29,-49.492,91.8
2218337,Cabin BVM,2023-07-18 04:08:00,26.531,-6.776,-180,29,-49.473,91.8
2218336,Cabin BVM,2023-07-18 04:07:50,26.532,-6.806,-181,29,-49.454,91.8
2218335,Cabin BVM,2023-07-18 04:07:40,26.533,-6.849,-182,29,-49.435,91.8
2218334,Cabin BVM,2023-07-18 04:07:30,26.532,-6.852,-182,29,-49.418,91.8
2218333,Cabin BVM,2023-07-18 04:07:20,26.535,-6.862,-182,29,-49.397,91.8
2218332,Cabin BVM,2023-07-18 04:07:10,26.533,-6.874,-182,29,-49.378,91.8
2218331,Cabin BVM,2023-07-18 04:07:00,26.533,-7.078,-188,29,-49.359,91.8
2218330,Cabin BVM,2023-07-18 04:06:50,26.534,-6.874,-182,29,-49.339,91.8
2218329,Cabin BVM,2023-07-18 04:06:40,26.533,-7.089,-188,29,-49.32,91.8
2218328,Cabin BVM,2023-07-18 04:06:30,26.533,-7.106,-189,29,-49.3,91.8
2218327,Cabin BVM,2023-07-18 04:06:20,26.533,-7.036,-187,29,-49.281,91.8
2218326,Cabin BVM,2023-07-18 04:06:10,26.535,-6.916,-184,29,-49.262,91.8
2218325,Cabin BVM,2023-07-18 04:06:00,26.534,-7.027,-186,29,-49.242,91.8
2218324,Cabin BVM,2023-07-18 04:05:50,26.536,-6.826,-181,29,-49.223,91.8
2218323,Cabin BVM,2023-07-18 04:05:40,26.535,-6.947,-184,29,-49.204,91.8
2218322,Cabin BVM,2023-07-18 04:05:30,26.534,-6.889,-183,29,-49.185,91.8
2218321,Cabin BVM,2023-07-18 04:05:20,26.536,-6.916,-184,29,-49.166,91.8
2218320,Cabin BVM,2023-07-18 04:05:10,26.536,-7.248,-192,29,-49.146,91.8
